open_time,dt,close_time,symbol,interval,first_trade_id,last_trade_id,open,close,high,low,volume,number_of_trades,is_kline_closed,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1.7357E+12,1/1/2025 2:05,1.74E+12,BNBUSDT,5m,0,0,708.82,708.32,708.97,708.13,202.627,1068,False,143560.6589,101.48,71892.83359,0
1.7357E+12,1/1/2025 2:10,1.74E+12,BNBUSDT,5m,0,0,708.32,709.29,709.3,708.31,180.087,890,False,127630.1119,78.092,55350.23027,0
1.7357E+12,1/1/2025 2:15,1.74E+12,BNBUSDT,5m,0,0,709.3,710.9,710.9,708.96,696.484,2075,False,494382.7258,435.486,309071.9115,0
1.7357E+12,1/1/2025 2:20,1.74E+12,BNBUSDT,5m,0,0,710.89,709.82,710.97,709.81,989.134,2673,False,702769.0241,627.418,445784.2565,0
1.7357E+12,1/1/2025 2:25,1.74E+12,BNBUSDT,5m,0,0,709.82,710.1,710.1,709.07,656.639,1187,False,465959.0313,175.749,124725.87,0
1.7357E+12,1/1/2025 2:30,1.74E+12,BNBUSDT,5m,0,0,710.1,709.71,710.5,709.07,524.368,1655,False,372132.1059,253.561,180000.0915,0
1.7357E+12,1/1/2025 2:35,1.74E+12,BNBUSDT,5m,0,0,709.71,709.87,710.1,709.5,674.271,1469,False,478575.2079,389.046,276122.3272,0
1.7357E+12,1/1/2025 2:40,1.74E+12,BNBUSDT,5m,0,0,709.86,709.87,710.1,709.74,127.374,617,False,90417.70767,40.12,28480.79852,0
1.7357E+12,1/1/2025 2:45,1.74E+12,BNBUSDT,5m,0,0,709.88,709,710.29,708.99,829.539,1381,False,588443.5321,323.641,229529.3872,0
1.7357E+12,1/1/2025 2:50,1.74E+12,BNBUSDT,5m,0,0,709.01,709.28,709.85,708.99,263.973,1161,False,187255.0145,120.686,85598.11791,0
1.7357E+12,1/1/2025 2:55,1.74E+12,BNBUSDT,5m,0,0,709.29,709.54,709.8,709.29,302.364,1407,False,214560.6322,266.989,189460.4404,0
1.7357E+12,1/1/2025 3:00,1.74E+12,BNBUSDT,5m,0,0,709.55,709.03,710.1,708.88,577.374,1089,False,409759.4377,433.857,307949.1491,0
1.7357E+12,1/1/2025 3:05,1.74E+12,BNBUSDT,5m,0,0,709.02,708.41,709.03,708.11,800.437,1337,False,567096.9473,135.621,96089.94347,0
1.7357E+12,1/1/2025 3:10,1.74E+12,BNBUSDT,5m,0,0,708.41,708.82,709,708.4,70.807,585,False,50182.29117,35.353,25054.15196,0
1.7357E+12,1/1/2025 3:15,1.74E+12,BNBUSDT,5m,0,0,708.82,707.9,708.82,707.7,217.294,1049,False,153874.0113,36.267,25678.3426,0
1.7357E+12,1/1/2025 3:20,1.74E+12,BNBUSDT,5m,0,0,707.9,706.98,708.68,706.7,2149.536,3388,False,1521065.063,926.533,655697.6324,0
1.7357E+12,1/1/2025 3:25,1.74E+12,BNBUSDT,5m,0,0,706.98,706.12,707,706.1,692.205,1531,False,489049.2259,326.105,230395.9693,0
1.7357E+12,1/1/2025 3:30,1.74E+12,BNBUSDT,5m,0,0,706.12,706.57,706.88,706.11,145.472,1340,False,102766.1014,92.693,65471.73131,0
1.7357E+12,1/1/2025 3:35,1.74E+12,BNBUSDT,5m,0,0,706.57,706.69,706.8,705.85,397.546,1022,False,280764.1328,141.321,99815.22678,0
1.7357E+12,1/1/2025 3:40,1.74E+12,BNBUSDT,5m,0,0,706.7,706.32,706.7,705.92,124.528,737,False,87958.47637,73.18,51690.29888,0
1.7357E+12,1/1/2025 3:45,1.74E+12,BNBUSDT,5m,0,0,706.31,706.14,706.75,705.83,192.939,904,False,136268.4766,57.799,40826.3949,0
1.7357E+12,1/1/2025 3:50,1.74E+12,BNBUSDT,5m,0,0,706.15,705.69,706.18,705.25,354.772,1007,False,250324.6102,157.536,111145.5168,0
1.7357E+12,1/1/2025 3:55,1.74E+12,BNBUSDT,5m,0,0,705.7,705.58,705.7,705.5,88.786,648,False,62648.18887,45.149,31857.40669,0
1.7357E+12,1/1/2025 4:00,1.74E+12,BNBUSDT,5m,0,0,705.58,705.71,705.91,705.17,387.604,1338,False,273491.126,304.725,215019.3082,0
1.7357E+12,1/1/2025 4:05,1.74E+12,BNBUSDT,5m,0,0,705.7,705.32,705.76,705.32,144.211,1039,False,101746.4738,35.91,25334.94875,0
1.7357E+12,1/1/2025 4:10,1.74E+12,BNBUSDT,5m,0,0,705.32,705.1,705.32,704.71,229.398,1586,False,161725.5562,83.118,58596.54062,0
1.7357E+12,1/1/2025 4:15,1.74E+12,BNBUSDT,5m,0,0,705.1,705.06,705.4,704.32,223.71,1638,False,157662.0743,105.026,74010.86216,0
1.73571E+12,1/1/2025 4:20,1.74E+12,BNBUSDT,5m,0,0,705.07,705.09,705.4,704.9,263.462,912,False,185786.1191,120.809,85185.14177,0
1.73571E+12,1/1/2025 4:25,1.74E+12,BNBUSDT,5m,0,0,705.09,705.1,705.49,705,183.587,624,False,129466.1599,88.602,62481.31248,0
1.73571E+12,1/1/2025 4:30,1.74E+12,BNBUSDT,5m,0,0,705.1,704.79,705.7,704.79,202.478,1063,False,142792.6205,63.385,44704.08006,0
1.73571E+12,1/1/2025 4:35,1.74E+12,BNBUSDT,5m,0,0,704.8,705.11,705.25,704.75,136.26,878,False,96059.51795,77.975,54969.95756,0
1.73571E+12,1/1/2025 4:40,1.74E+12,BNBUSDT,5m,0,0,705.11,704.8,705.3,704.79,213.863,1143,False,150784.7429,156.547,110373.1725,0
1.73571E+12,1/1/2025 4:45,1.74E+12,BNBUSDT,5m,0,0,704.8,705.3,705.3,704.49,170.035,1188,False,119859.6784,121.407,85585.43763,0
1.73571E+12,1/1/2025 4:50,1.74E+12,BNBUSDT,5m,0,0,705.29,705.26,705.6,705.01,193.699,818,False,136614.3351,133.216,93952.86809,0
1.73571E+12,1/1/2025 4:55,1.74E+12,BNBUSDT,5m,0,0,705.26,704.77,705.9,704.73,187.353,940,False,132147.0041,53.389,37658.1563,0
1.73571E+12,1/1/2025 5:00,1.74E+12,BNBUSDT,5m,0,0,704.77,704.84,705.02,704.68,160.863,1166,False,113371.0408,115.29,81250.70266,0
1.73571E+12,1/1/2025 5:05,1.74E+12,BNBUSDT,5m,0,0,704.85,704.52,705.36,704.5,147.119,787,False,103720.0374,118.515,83554.95019,0
1.73571E+12,1/1/2025 5:10,1.74E+12,BNBUSDT,5m,0,0,704.52,704.81,705.2,704.51,229.337,1567,False,161660.0779,98.547,69465.72138,0
1.73571E+12,1/1/2025 5:15,1.74E+12,BNBUSDT,5m,0,0,704.81,705.16,705.16,704.51,151.188,1514,False,106569.3549,74.663,52625.3483,0
1.73571E+12,1/1/2025 5:20,1.74E+12,BNBUSDT,5m,0,0,705.15,705.51,705.68,705.1,158.461,1121,False,111770.8967,95.507,67363.57765,0
1.73571E+12,1/1/2025 5:25,1.74E+12,BNBUSDT,5m,0,0,705.51,705.99,706.16,705.38,140.572,969,False,99229.32195,54.384,38388.13151,0
1.73571E+12,1/1/2025 5:30,1.74E+12,BNBUSDT,5m,0,0,706,705.41,706.13,705.3,154.137,985,False,108807.1809,42.215,29802.41773,0
1.73571E+12,1/1/2025 5:35,1.74E+12,BNBUSDT,5m,0,0,705.42,705.01,705.8,705,244.786,883,False,172676.5492,59.637,42074.19171,0
1.73571E+12,1/1/2025 5:40,1.74E+12,BNBUSDT,5m,0,0,705,705.5,705.5,704.66,847.789,811,False,597535.2109,760.249,535824.9728,0
1.73571E+12,1/1/2025 5:45,1.74E+12,BNBUSDT,5m,0,0,705.5,705.75,705.9,705.45,208.851,951,False,147377.9115,100.316,70792.5985,0
1.73571E+12,1/1/2025 5:50,1.74E+12,BNBUSDT,5m,0,0,705.74,705.56,706,705.34,153.356,911,False,108204.0237,71.921,50737.80333,0
1.73571E+12,1/1/2025 5:55,1.74E+12,BNBUSDT,5m,0,0,705.56,705.58,705.8,705.5,56.568,630,False,39914.91092,22.53,15897.10205,0
1.73571E+12,1/1/2025 6:00,1.74E+12,BNBUSDT,5m,0,0,705.57,706.15,706.44,705.5,176.568,1247,False,124661.1582,102.855,72617.39157,0
1.73571E+12,1/1/2025 6:05,1.74E+12,BNBUSDT,5m,0,0,706.16,705.33,706.16,704.84,490.013,1174,False,345634.4464,106.32,74981.19022,0
1.73571E+12,1/1/2025 6:10,1.74E+12,BNBUSDT,5m,0,0,705.34,705.4,705.7,705.33,240.57,713,False,169715.7892,166.667,117579.0318,0
1.73571E+12,1/1/2025 6:15,1.74E+12,BNBUSDT,5m,0,0,705.39,705.6,706,705.39,302.868,843,False,213697.5118,142.462,100520.7888,0
1.73571E+12,1/1/2025 6:20,1.74E+12,BNBUSDT,5m,0,0,705.6,706.46,706.59,705.6,175.886,885,False,124214.1023,147.119,103900.9185,0
1.73571E+12,1/1/2025 6:25,1.74E+12,BNBUSDT,5m,0,0,706.46,706.4,706.6,706.3,90.684,492,False,64063.31265,60.951,43057.35822,0
1.73571E+12,1/1/2025 6:30,1.74E+12,BNBUSDT,5m,0,0,706.41,705.51,706.47,705.5,184.36,840,False,130164.3275,43.918,31017.75656,0
1.73571E+12,1/1/2025 6:35,1.74E+12,BNBUSDT,5m,0,0,705.51,705.34,705.51,704.8,217.589,1102,False,153435.9673,80.097,56471.23844,0
1.73571E+12,1/1/2025 6:40,1.74E+12,BNBUSDT,5m,0,0,705.35,705.85,705.85,705.35,143.969,729,False,101585.5016,59.103,41702.21348,0
1.73571E+12,1/1/2025 6:45,1.74E+12,BNBUSDT,5m,0,0,705.85,705.5,705.99,705.39,224.51,692,False,158401.2343,144.887,102220.7599,0
1.73571E+12,1/1/2025 6:50,1.74E+12,BNBUSDT,5m,0,0,705.51,705.89,705.9,705.33,153.544,664,False,108325.7439,93.204,65756.8181,0
1.73571E+12,1/1/2025 6:55,1.74E+12,BNBUSDT,5m,0,0,705.89,706.59,706.6,705.89,154.174,619,False,108904.6908,55.209,38993.66124,0
1.73571E+12,1/1/2025 7:00,1.74E+12,BNBUSDT,5m,0,0,706.6,705.51,706.6,705.51,527.625,922,False,372655.1072,65.975,46588.27505,0
1.73572E+12,1/1/2025 7:05,1.74E+12,BNBUSDT,5m,0,0,705.51,705.67,705.8,705.51,72.924,589,False,51460.10149,57.36,40477.61723,0
1.73572E+12,1/1/2025 7:10,1.74E+12,BNBUSDT,5m,0,0,705.68,705.12,705.68,704.87,408.341,858,False,287961.952,125.381,88426.56905,0
1.73572E+12,1/1/2025 7:15,1.74E+12,BNBUSDT,5m,0,0,705.11,704.84,705.2,704.75,298.44,948,False,210388.5543,58.605,41318.01756,0
1.73572E+12,1/1/2025 7:20,1.74E+12,BNBUSDT,5m,0,0,704.83,704.57,705.05,704.32,264.517,1045,False,186412.1191,113.425,79934.1163,0
1.73572E+12,1/1/2025 7:25,1.74E+12,BNBUSDT,5m,0,0,704.56,704.24,704.56,704.2,190.29,918,False,134027.0172,42.863,30189.0619,0
1.73572E+12,1/1/2025 7:30,1.74E+12,BNBUSDT,5m,0,0,704.24,703.9,704.65,703.9,395.907,1597,False,278809.4051,149.764,105485.6471,0
1.73572E+12,1/1/2025 7:35,1.74E+12,BNBUSDT,5m,0,0,703.91,704.16,704.38,703.9,273.069,1357,False,192290.6372,157.208,110697.2562,0
1.73572E+12,1/1/2025 7:40,1.74E+12,BNBUSDT,5m,0,0,704.16,703.83,704.16,703.58,499.586,1314,False,351626.5811,102.47,72106.23695,0
1.73572E+12,1/1/2025 7:45,1.74E+12,BNBUSDT,5m,0,0,703.82,703.49,703.83,703.49,131.502,1251,False,92531.2964,46.117,32450.08243,0
1.73572E+12,1/1/2025 7:50,1.74E+12,BNBUSDT,5m,0,0,703.5,704.67,704.67,703.49,305.102,942,False,214843.7437,239.533,168665.4055,0
1.73572E+12,1/1/2025 7:55,1.74E+12,BNBUSDT,5m,0,0,704.67,703.75,704.67,703.59,448.333,975,False,315592.1965,213.046,149959.4633,0
1.73572E+12,1/1/2025 8:00,1.74E+12,BNBUSDT,5m,0,0,703.75,704.21,704.39,703.75,298.224,931,False,209942.0886,175.373,123456.3627,0
1.73572E+12,1/1/2025 8:05,1.74E+12,BNBUSDT,5m,0,0,704.2,703.72,704.48,703.72,234.354,1034,False,164993.6436,127.129,89513.09743,0
1.73572E+12,1/1/2025 8:10,1.74E+12,BNBUSDT,5m,0,0,703.72,703.95,704.1,703.55,163.887,1290,False,115336.6248,53.414,37590.61201,0
1.73572E+12,1/1/2025 8:15,1.74E+12,BNBUSDT,5m,0,0,703.96,703.57,704,703.54,116.983,1300,False,82323.21933,62.14,43726.77499,0
1.73572E+12,1/1/2025 8:20,1.74E+12,BNBUSDT,5m,0,0,703.57,703.61,703.9,703.5,136.483,890,False,96046.28836,51.302,36101.76538,0
1.73572E+12,1/1/2025 8:25,1.74E+12,BNBUSDT,5m,0,0,703.61,702.93,703.69,702.12,603.115,2464,False,423789.4627,230.262,161787.7827,0
1.73572E+12,1/1/2025 8:30,1.74E+12,BNBUSDT,5m,0,0,702.93,703.23,703.54,702.76,222.953,1463,False,156751.3408,105.791,74376.05941,0
1.73572E+12,1/1/2025 8:35,1.74E+12,BNBUSDT,5m,0,0,703.22,703.59,704.2,703.22,1167.496,1384,False,821851.9573,490.606,345314.3903,0
1.73572E+12,1/1/2025 8:40,1.74E+12,BNBUSDT,5m,0,0,703.6,703.58,704.08,703.41,363.084,1197,False,255520.1417,230.025,161898.7954,0
1.73572E+12,1/1/2025 8:45,1.74E+12,BNBUSDT,5m,0,0,703.59,702.54,703.59,702.5,1134.011,1785,False,797075.0069,236.548,166263.2661,0
1.73572E+12,1/1/2025 8:50,1.74E+12,BNBUSDT,5m,0,0,702.54,703.13,703.71,702.54,582.684,1711,False,409646.454,428.906,301525.4302,0
1.73572E+12,1/1/2025 8:55,1.74E+12,BNBUSDT,5m,0,0,703.13,703.06,703.4,702.73,589.716,1664,False,414640.7281,435.044,305895.4867,0
1.73572E+12,1/1/2025 9:00,1.74E+12,BNBUSDT,5m,0,0,703.06,704.87,704.88,703.06,369.64,1462,False,260233.705,217.619,153224.1118,0
1.73572E+12,1/1/2025 9:05,1.74E+12,BNBUSDT,5m,0,0,704.87,703.56,704.89,703.54,635.354,3140,False,447264.2081,200.438,141116.3295,0
1.73572E+12,1/1/2025 9:10,1.74E+12,BNBUSDT,5m,0,0,703.56,703.36,703.57,702.4,479.572,2941,False,337081.3274,198.724,139680.2271,0
1.73572E+12,1/1/2025 9:15,1.74E+12,BNBUSDT,5m,0,0,703.35,701.99,703.36,701.54,819.553,2141,False,575387.7352,237.678,166880.3858,0
1.73572E+12,1/1/2025 9:20,1.74E+12,BNBUSDT,5m,0,0,701.99,700.99,702,700.92,1120.329,2437,False,785759.6377,494.485,346916.5597,0
1.73572E+12,1/1/2025 9:25,1.74E+12,BNBUSDT,5m,0,0,701,701.79,701.79,700.57,676.75,3500,False,474436.6447,318.199,223094.2872,0
1.73572E+12,1/1/2025 9:30,1.74E+12,BNBUSDT,5m,0,0,701.8,703.12,703.41,701.4,845.979,2255,False,594299.8455,435.591,306034.8895,0
1.73572E+12,1/1/2025 9:35,1.74E+12,BNBUSDT,5m,0,0,703.13,700.6,703.13,700.6,353.875,1723,False,248200.8713,121.285,85064.03532,0
1.73572E+12,1/1/2025 9:40,1.74E+12,BNBUSDT,5m,0,0,700.59,701.48,701.49,700.3,339.004,1719,False,237570.4414,186.928,130997.1621,0
1.73572E+12,1/1/2025 9:45,1.74E+12,BNBUSDT,5m,0,0,701.49,701.96,702.23,700.77,643.657,2979,False,451423.1041,506.468,355220.2342,0
1.73573E+12,1/1/2025 9:50,1.74E+12,BNBUSDT,5m,0,0,701.95,702.67,703,701.9,308.733,1346,False,216949.3514,145.553,102274.5911,0
1.73573E+12,1/1/2025 9:55,1.74E+12,BNBUSDT,5m,0,0,702.67,703.73,703.8,702.45,369.339,1011,False,259687.268,258.152,181516.3074,0
1.73573E+12,1/1/2025 10:00,1.74E+12,BNBUSDT,5m,0,0,703.74,704.57,704.57,703.32,738.216,2249,False,519697.0078,445.6,313804.2587,0
1.73573E+12,1/1/2025 10:05,1.74E+12,BNBUSDT,5m,0,0,704.57,703.78,704.79,703.78,302.371,1618,False,212958.304,161.947,114060.1708,0
1.73573E+12,1/1/2025 10:10,1.74E+12,BNBUSDT,5m,0,0,703.78,703.4,704.44,702.48,1540.504,2759,False,1083898.438,677.437,476739.3998,0
1.73573E+12,1/1/2025 10:15,1.74E+12,BNBUSDT,5m,0,0,703.4,704.57,704.57,703.08,332.678,1376,False,234144.0076,222.375,156517.209,0
1.73573E+12,1/1/2025 10:20,1.74E+12,BNBUSDT,5m,0,0,704.57,705.36,705.36,704.29,566.505,1532,False,399227.5332,381.732,269017.2653,0
1.73573E+12,1/1/2025 10:25,1.74E+12,BNBUSDT,5m,0,0,705.36,705.36,705.5,704.8,302.64,1458,False,213418.7282,133.345,94031.61194,0
1.73573E+12,1/1/2025 10:30,1.74E+12,BNBUSDT,5m,0,0,705.36,708.02,708.59,705.3,1613.368,4851,False,1141186.909,882.666,624353.4591,0
1.73573E+12,1/1/2025 10:35,1.74E+12,BNBUSDT,5m,0,0,708.03,707.61,708.12,707.51,500.468,1741,False,354182.2277,186.59,132048.4492,0
1.73573E+12,1/1/2025 10:40,1.74E+12,BNBUSDT,5m,0,0,707.61,706.82,707.68,706.6,551.677,3437,False,390139.8173,266.03,188153.3255,0
1.73573E+12,1/1/2025 10:45,1.74E+12,BNBUSDT,5m,0,0,706.82,707.45,707.59,706.71,350.052,2316,False,247601.2442,181.284,128227.4618,0
1.73573E+12,1/1/2025 10:50,1.74E+12,BNBUSDT,5m,0,0,707.46,707.27,707.59,706.75,897.757,1551,False,634713.9011,245.165,173340.41,0
1.73573E+12,1/1/2025 10:55,1.74E+12,BNBUSDT,5m,0,0,707.26,707.23,707.63,706.83,981.692,1815,False,694359.362,465.392,329199.6505,0
1.73573E+12,1/1/2025 11:00,1.74E+12,BNBUSDT,5m,0,0,707.22,707.14,707.69,706.41,506.463,1967,False,358138.2462,292.405,206759.4888,0
1.73573E+12,1/1/2025 11:05,1.74E+12,BNBUSDT,5m,0,0,707.14,708.4,708.69,706.89,978.229,2535,False,692476.6217,585.568,414489.2786,0
1.73573E+12,1/1/2025 11:10,1.74E+12,BNBUSDT,5m,0,0,708.4,708.09,708.76,707.76,599.871,2853,False,424885.8743,260.049,184182.612,0
1.73573E+12,1/1/2025 11:15,1.74E+12,BNBUSDT,5m,0,0,708.1,707.9,708.86,707.9,897.737,3696,False,636068.2786,347.325,246085.6298,0
1.73573E+12,1/1/2025 11:20,1.74E+12,BNBUSDT,5m,0,0,707.91,707.82,708.1,707.31,477.378,1739,False,337876.3478,192.36,136151.1283,0
1.73573E+12,1/1/2025 11:25,1.74E+12,BNBUSDT,5m,0,0,707.81,708.75,708.76,707.65,382.487,1171,False,270888.3901,199.398,141220.1163,0
1.73573E+12,1/1/2025 11:30,1.74E+12,BNBUSDT,5m,0,0,708.76,709.09,709.16,708.67,503.768,1747,False,357121.3883,292.273,207194.9806,0
1.73573E+12,1/1/2025 11:35,1.74E+12,BNBUSDT,5m,0,0,709.08,708.23,709.11,708.22,315.414,1289,False,223496.5012,219.655,155642.3367,0
1.73573E+12,1/1/2025 11:40,1.74E+12,BNBUSDT,5m,0,0,708.24,708.62,708.8,708.07,518.651,2999,False,367492.9628,310.317,219888.7402,0
1.73573E+12,1/1/2025 11:45,1.74E+12,BNBUSDT,5m,0,0,708.63,707.92,709.31,707.9,364.877,2344,False,258573.8603,149.668,106098.5058,0
1.73573E+12,1/1/2025 11:50,1.74E+12,BNBUSDT,5m,0,0,707.92,707.61,708.13,707.6,163.924,1248,False,116030.5952,80.811,57199.65664,0
1.73573E+12,1/1/2025 11:55,1.74E+12,BNBUSDT,5m,0,0,707.61,707.57,707.78,707.27,215.001,951,False,152117.7902,120.716,85409.97438,0
1.73573E+12,1/1/2025 12:00,1.74E+12,BNBUSDT,5m,0,0,707.57,707.91,708.26,707.51,481.086,1828,False,340560.0121,210.239,148825.561,0
1.73573E+12,1/1/2025 12:05,1.74E+12,BNBUSDT,5m,0,0,707.91,706.84,707.91,706.82,567.903,1399,False,401615.5748,226.073,159872.5621,0
1.73573E+12,1/1/2025 12:10,1.74E+12,BNBUSDT,5m,0,0,706.84,706.6,707,706.5,292.927,1010,False,207015.6842,187.108,132230.1543,0
1.73573E+12,1/1/2025 12:15,1.74E+12,BNBUSDT,5m,0,0,706.61,707,707.2,706.53,760.625,1185,False,537694.1977,618.634,437311.4082,0
1.73573E+12,1/1/2025 12:20,1.74E+12,BNBUSDT,5m,0,0,706.99,707.22,707.79,706.99,360.6,1567,False,255106.4239,167.381,118411.3073,0
1.73573E+12,1/1/2025 12:25,1.74E+12,BNBUSDT,5m,0,0,707.22,706.9,707.45,706.79,337.254,1448,False,238451.3318,233.153,164848.3319,0
1.73573E+12,1/1/2025 12:30,1.74E+12,BNBUSDT,5m,0,0,706.91,706.93,707.36,706.81,232.804,1318,False,164613.5447,146.789,103796.6284,0
1.73573E+12,1/1/2025 12:35,1.74E+12,BNBUSDT,5m,0,0,706.93,707.19,707.57,706.76,195.637,1037,False,138344.0168,71.753,50746.11751,0
1.73574E+12,1/1/2025 12:40,1.74E+12,BNBUSDT,5m,0,0,707.2,707.05,707.67,706.92,289.599,1425,False,204784.6042,184.222,130268.6423,0
1.73574E+12,1/1/2025 12:45,1.74E+12,BNBUSDT,5m,0,0,707.05,706.03,707.05,706.03,447.135,1316,False,315936.0629,168.01,118709.3893,0
1.73574E+12,1/1/2025 12:50,1.74E+12,BNBUSDT,5m,0,0,706.03,706.14,706.4,705.97,239.404,1073,False,169053.4909,155.511,109808.9683,0
1.73574E+12,1/1/2025 12:55,1.74E+12,BNBUSDT,5m,0,0,706.14,706.29,706.31,706.06,399.33,868,False,282004.9709,340.495,240456.9783,0
1.73574E+12,1/1/2025 13:00,1.74E+12,BNBUSDT,5m,0,0,706.29,708.24,708.24,706.11,803.076,2109,False,567868.3967,575.744,407090.9493,0
1.73574E+12,1/1/2025 13:05,1.74E+12,BNBUSDT,5m,0,0,708.24,706.61,708.4,706.44,527.581,1888,False,373248.4626,179.327,126876.0295,0
1.73574E+12,1/1/2025 13:10,1.74E+12,BNBUSDT,5m,0,0,706.6,706.76,707.19,706.18,1325.634,2384,False,936476.197,887.26,626766.2985,0
1.73574E+12,1/1/2025 13:15,1.74E+12,BNBUSDT,5m,0,0,706.76,706.89,707.39,706.3,1227.271,2074,False,867300.0873,752.792,531928.138,0
1.73574E+12,1/1/2025 13:20,1.74E+12,BNBUSDT,5m,0,0,706.89,707.76,707.9,706.89,501.922,1648,False,355106.2868,295.377,208937.8618,0
1.73574E+12,1/1/2025 13:25,1.74E+12,BNBUSDT,5m,0,0,707.76,709.43,709.5,707.75,1243.854,3156,False,881393.6523,609.995,432251.3191,0
1.73574E+12,1/1/2025 13:30,1.74E+12,BNBUSDT,5m,0,0,709.43,710.1,710.3,709.42,1551.201,3742,False,1101469.895,966.463,686246.9933,0
1.73574E+12,1/1/2025 13:35,1.74E+12,BNBUSDT,5m,0,0,710.1,708.99,710.1,708.84,835.855,1808,False,593031.6158,277.567,196913.482,0
1.73574E+12,1/1/2025 13:40,1.74E+12,BNBUSDT,5m,0,0,709,709.03,709.28,708.69,390.897,1536,False,277125.2806,143.615,101818.9608,0
